[01-06-23 04:08:48.615] WARN : Script      , 1685585328615> VehicleScript.Loaded> vehicle "TrailerHomeHartman" extents != physicsChassisShape.
[01-06-23 04:08:48.836] WARN : Recipe      , 1685585328836> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M35RearSeat2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.837] WARN : Recipe      , 1685585328837> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "MazdaB2000FrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.837] WARN : Recipe      , 1685585328837> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Mercedes280FrontSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.837] WARN : Recipe      , 1685585328837> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Mercedes280RearSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.837] WARN : Recipe      , 1685585328837> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PlymouthVoyagerFrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.838] WARN : Recipe      , 1685585328838> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PlymouthVoyagerRearSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.838] WARN : Recipe      , 1685585328838> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ToyotaCamryFrontSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.838] WARN : Recipe      , 1685585328838> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ToyotaCamryRearSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.838] WARN : Recipe      , 1685585328838> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "VWRabbitFrontSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.839] WARN : Recipe      , 1685585328839> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "VWRabbitRearSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.839] WARN : Recipe      , 1685585328839> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Shubert38FrontSeat1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.839] WARN : Recipe      , 1685585328839> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "49powerWagonSeat2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.839] WARN : Recipe      , 1685585328839> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "49powerWagonTruckBedSeat2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.840] WARN : Recipe      , 1685585328840> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "BuggyFrontSeat3" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.840] WARN : Recipe      , 1685585328840> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ChevyC70FrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.840] WARN : Recipe      , 1685585328840> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordTaurusFrontSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.840] WARN : Recipe      , 1685585328840> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordTaurusRearSeatSC1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.841] WARN : Recipe      , 1685585328841> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GeoTrackerFrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.841] WARN : Recipe      , 1685585328841> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GeoTrackerRearSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.841] WARN : Recipe      , 1685585328841> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FuturaFrontSeat3" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.841] WARN : Recipe      , 1685585328841> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CUDAFrontSeat3" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.842] WARN : Recipe      , 1685585328842> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CUDARearSeat3" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.842] WARN : Recipe      , 1685585328842> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "SS100seat3" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.842] WARN : Recipe      , 1685585328842> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ZNL50seat" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.842] WARN : Recipe      , 1685585328842> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DeathMustangSeat3" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.843] WARN : Recipe      , 1685585328843> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89trooperSeatFront2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.843] WARN : Recipe      , 1685585328843> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89trooperSeatRear2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.843] WARN : Recipe      , 1685585328843> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "69miniSeatFront1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.843] WARN : Recipe      , 1685585328843> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "69miniSeatRear1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.844] WARN : Recipe      , 1685585328844> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "69miniMrBChair1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.844] WARN : Recipe      , 1685585328844> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CivicFrontSeat1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.844] WARN : Recipe      , 1685585328844> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CytAstra89Seat1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.844] WARN : Recipe      , 1685585328844> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350SeatFront2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.845] WARN : Recipe      , 1685585328845> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350SeatRear2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.845] WARN : Recipe      , 1685585328845> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350ambulanceStretcher2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.845] WARN : Recipe      , 1685585328845> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GrummanLLVFrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.845] WARN : Recipe      , 1685585328845> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GrummanLLVRearSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.846] WARN : Recipe      , 1685585328846> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "MackDM800FrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.846] WARN : Recipe      , 1685585328846> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ChevyG30FrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.846] WARN : Recipe      , 1685585328846> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CytMercEvoSeat3" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.846] WARN : Recipe      , 1685585328846> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "99fordCVPISeatFront1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.847] WARN : Recipe      , 1685585328847> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "99fordCVPISeatRear1" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.847] WARN : Recipe      , 1685585328847> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "HMMWVSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.847] WARN : Recipe      , 1685585328847> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DodgePowerWagonFrontSeatSC2" in recipe "Salvage Vehicle Seats".
[01-06-23 04:08:48.848] WARN : Recipe      , 1685585328848> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "GloveBox8" in recipe "Salvage Vehicle GloveBox".
[01-06-23 04:08:48.848] WARN : Recipe      , 1685585328848> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M113GloveBox8" in recipe "Salvage Vehicle GloveBox".
[01-06-23 04:08:48.848] WARN : Recipe      , 1685585328848> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M113GloveBox1" in recipe "Salvage Vehicle GloveBox".
[01-06-23 04:08:48.848] WARN : Recipe      , 1685585328848> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M113GloveBox2" in recipe "Salvage Vehicle GloveBox".
[01-06-23 04:08:48.849] WARN : Recipe      , 1685585328849> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M113GloveBox3" in recipe "Salvage Vehicle GloveBox".
[01-06-23 04:08:48.849] WARN : Recipe      , 1685585328849> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "NormalTire8" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.849] WARN : Recipe      , 1685585328849> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ModernTire8" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.849] WARN : Recipe      , 1685585328849> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "OldTire8" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.850] WARN : Recipe      , 1685585328850> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "OldScooterTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.850] WARN : Recipe      , 1685585328850> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "OldATVTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.850] WARN : Recipe      , 1685585328850> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "OldCartTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.850] WARN : Recipe      , 1685585328850> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "OldCycleTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.851] WARN : Recipe      , 1685585328851> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ECTO1tire2_Item" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.851] WARN : Recipe      , 1685585328851> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "V100Tire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.851] WARN : Recipe      , 1685585328851> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "V100Tire3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.851] WARN : Recipe      , 1685585328851> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M113Tire8" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.852] WARN : Recipe      , 1685585328852> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ECTO1tire1_Item" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.852] WARN : Recipe      , 1685585328852> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M12Tire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.852] WARN : Recipe      , 1685585328852> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "BRDM2Tire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.852] WARN : Recipe      , 1685585328852> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460WideTire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.853] WARN : Recipe      , 1685585328853> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460NormalTire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.853] WARN : Recipe      , 1685585328853> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460ModernTire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.853] WARN : Recipe      , 1685585328853> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M12CTire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.853] WARN : Recipe      , 1685585328853> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "E150Tire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.854] WARN : Recipe      , 1685585328854> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DodgeRTtire3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.854] WARN : Recipe      , 1685585328854> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "VN125oldTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.854] WARN : Recipe      , 1685585328854> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "VN125normalTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.854] WARN : Recipe      , 1685585328854> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "VN125modernTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.855] WARN : Recipe      , 1685585328855> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "NivaTire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.855] WARN : Recipe      , 1685585328855> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Shubert38Tire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.855] WARN : Recipe      , 1685585328855> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ShubertSedanTire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.855] WARN : Recipe      , 1685585328855> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "49powerWagonTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.856] WARN : Recipe      , 1685585328856> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "49powerWagonApocalypseTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.856] WARN : Recipe      , 1685585328856> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "BuggyTireFront3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.856] WARN : Recipe      , 1685585328856> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "BuggyTireRear3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.856] WARN : Recipe      , 1685585328856> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "LassiterTire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.857] WARN : Recipe      , 1685585328857> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FuturaTire3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.857] WARN : Recipe      , 1685585328857> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CulverTire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.857] WARN : Recipe      , 1685585328857> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PotomacTire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.857] WARN : Recipe      , 1685585328857> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CUDAtire3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.858] WARN : Recipe      , 1685585328858> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "SS100oldTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.858] WARN : Recipe      , 1685585328858> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "SS100normalTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.858] WARN : Recipe      , 1685585328858> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "SS100modernTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.858] WARN : Recipe      , 1685585328858> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ZNL50oldTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.859] WARN : Recipe      , 1685585328859> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ZNL50normalTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.859] WARN : Recipe      , 1685585328859> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ZNL50modernTire" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.859] WARN : Recipe      , 1685585328859> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DeathMustangWheel3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.859] WARN : Recipe      , 1685585328859> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89trooperTire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.860] WARN : Recipe      , 1685585328860> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CivicTire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.860] WARN : Recipe      , 1685585328860> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CytAstra89Wheel1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.860] WARN : Recipe      , 1685585328860> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350Tire2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.860] WARN : Recipe      , 1685585328860> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "90fordF350DoubleTires2" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.861] WARN : Recipe      , 1685585328861> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "113hTire1" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.861] WARN : Recipe      , 1685585328861> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "CytMercEvoWheel3" in recipe "Salvage Vehicle Tires".
[01-06-23 04:08:48.861] WARN : Recipe      , 1685585328861> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "TowBar" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.861] WARN : Recipe      , 1685585328861> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "PotomacRoofRack" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.862] WARN : Recipe      , 1685585328862> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ShubertSedanRoofRack" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.862] WARN : Recipe      , 1685585328862> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ECTO1Bullbar1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.862] WARN : Recipe      , 1685585328862> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "SemiTruckBullbar_Item2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.862] WARN : Recipe      , 1685585328862> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "mercroofrack1" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.863] WARN : Recipe      , 1685585328863> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "mercroofrack2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.863] WARN : Recipe      , 1685585328863> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "mercroofrack3" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.863] WARN : Recipe      , 1685585328863> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ECTO1Roofrack1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.863] WARN : Recipe      , 1685585328863> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ATA_Bus_Roof_Rack" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.864] WARN : Recipe      , 1685585328864> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ATA_Bus_Kengur_3_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.864] WARN : Recipe      , 1685585328864> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ATA_Bus_Kengur_2_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.864] WARN : Recipe      , 1685585328864> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ATA_Bus_Kengur_1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.864] WARN : Recipe      , 1685585328864> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "IFAVFrontBumper2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.865] WARN : Recipe      , 1685585328865> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "IFAVWindshieldFrame2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.865] WARN : Recipe      , 1685585328865> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460Bumper1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.865] WARN : Recipe      , 1685585328865> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460BumperRear1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.865] WARN : Recipe      , 1685585328865> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460Bullbar2_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.866] WARN : Recipe      , 1685585328866> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460Bullbar3_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.866] WARN : Recipe      , 1685585328866> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "W460Roofrack1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.866] WARN : Recipe      , 1685585328866> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "K5Bullbar2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.866] WARN : Recipe      , 1685585328866> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FordF700BullbarSC2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.867] WARN : Recipe      , 1685585328867> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "JeepCherokeeBullbar2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.867] WARN : Recipe      , 1685585328867> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M923FlatbedStakes1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.867] WARN : Recipe      , 1685585328867> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M923Bumper2_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.867] WARN : Recipe      , 1685585328867> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M923Bumper1_Item" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.868] WARN : Recipe      , 1685585328868> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "FJ75Bullbar2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.868] WARN : Recipe      , 1685585328868> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "Int4700Bullbar2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.868] WARN : Recipe      , 1685585328868> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "U1550LBull2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.868] WARN : Recipe      , 1685585328868> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "U1550LWindshieldBars2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.869] WARN : Recipe      , 1685585328869> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "ATAMustangRoofRackItem" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.869] WARN : Recipe      , 1685585328869> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "McLarenF1Bull3" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.869] WARN : Recipe      , 1685585328869> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M1008TarpFrame2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.869] WARN : Recipe      , 1685585328869> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "M35TarpFrame2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.870] WARN : Recipe      , 1685585328870> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "E150FrontBumper2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.870] WARN : Recipe      , 1685585328870> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "E150RearBumper2" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.870] WARN : Recipe      , 1685585328870> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70FrontBumper0" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.870] WARN : Recipe      , 1685585328870> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70RearBumper0" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.871] WARN : Recipe      , 1685585328871> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70FrontBumperA" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.871] WARN : Recipe      , 1685585328871> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70FrontBumperB" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.871] WARN : Recipe      , 1685585328871> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70FrontBumperC" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.871] WARN : Recipe      , 1685585328871> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70RearBumperA" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.872] WARN : Recipe      , 1685585328872> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70RearBumperB" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.872] WARN : Recipe      , 1685585328872> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "DG70RearBumperC" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.872] WARN : Recipe      , 1685585328872> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89BroncoBumperFront" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.872] WARN : Recipe      , 1685585328872> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89BroncoBullbarFront" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.873] WARN : Recipe      , 1685585328873> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89BroncoBumperRear" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.873] WARN : Recipe      , 1685585328873> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "89BroncoBarrier" in recipe "Salvage Vehicle Bars".
[01-06-23 04:08:48.873] WARN : Recipe      , 1685585328873> RecipeManager.resolveItemModuleDotType> ERROR: can't find recipe source "88ChevyS10BumperFront" in recipe "Salvage Vehicle Bars".
